month,division,line,day_type,num_on_time_trips,num_sched_trips,terminal_on_time_performance
2016-07-01,Systemwide,Systemwide,1,102016,153325,66.53579
2016-08-01,A DIVISION,1,1,7918,10519,75.273315
2016-08-01,A DIVISION,2,1,2598,7370,35.2510176
2016-08-01,A DIVISION,3,1,3837,6954,55.1768766
2016-08-01,A DIVISION,4,1,3549,8541,41.5525114
2016-08-01,A DIVISION,5,1,2908,7562,38.4554351
2016-08-01,A DIVISION,6,1,7342,13066,56.1916424
2016-08-01,A DIVISION,7,1,11604,14281,81.2548141
2016-08-01,A DIVISION,S 42nd,1,14432,14597,98.8696307
2016-08-01,B DIVISION,A,1,5586,8487,65.8183104
2016-08-01,B DIVISION,B,1,3415,4738,72.0768257
2016-08-01,B DIVISION,C,1,3363,4600,73.1086957
2016-08-01,B DIVISION,D,1,4159,6072,68.4947299
2016-08-01,B DIVISION,E,1,6431,9175,70.0926431
2016-08-01,B DIVISION,F,1,5392,8751,61.6158153
2016-08-01,B DIVISION,G,1,5352,6478,82.618092
2016-08-01,B DIVISION,JZ,1,4047,6417,63.0668537
2016-08-01,B DIVISION,L,1,11161,12138,91.950898
2016-08-01,B DIVISION,M,1,4193,6210,67.5201288
2016-08-01,B DIVISION,N,1,3932,6159,63.8415327
2016-08-01,B DIVISION,Q,1,4422,6159,71.7973697
2016-08-01,B DIVISION,R,1,3619,6501,55.6683587
2016-08-01,B DIVISION,S Fkln,1,2697,2714,99.3736183
2016-08-01,B DIVISION,S Rock,1,1765,1927,91.59315
2016-08-01,Systemwide,Systemwide,1,123722,179416,68.9581754
2016-09-01,A DIVISION,1,1,6098,9609,63.4613383
2016-09-01,A DIVISION,2,1,2469,7143,34.5653087
2016-09-01,A DIVISION,3,1,2861,5922,48.3113813
2016-09-01,A DIVISION,4,1,2862,7839,36.5097589
2016-09-01,A DIVISION,5,1,2471,6906,35.7804807
2016-09-01,A DIVISION,6,1,5804,11823,49.0907553
2016-09-01,A DIVISION,7,1,10718,13047,82.1491531
2016-09-01,A DIVISION,S 42nd,1,13818,13979,98.8482724
2016-09-01,B DIVISION,A,1,4878,7749,62.9500581
2016-09-01,B DIVISION,B,1,2885,4326,66.6897827
2016-09-01,B DIVISION,C,1,2831,4200,67.4047619
2016-09-01,B DIVISION,D,1,3595,5517,65.1622258
2016-09-01,B DIVISION,E,1,5547,8385,66.1538462
2016-09-01,B DIVISION,F,1,4786,8001,59.8175228
2016-09-01,B DIVISION,G,1,4800,5996,80.0533689
2016-09-01,B DIVISION,JZ,1,3768,5859,64.3113159
2016-09-01,B DIVISION,L,1,9691,10605,91.3814239
2016-09-01,B DIVISION,M,1,3774,5670,66.5608466
2016-09-01,B DIVISION,N,1,3331,5625,59.2177778
2016-09-01,B DIVISION,Q,1,3837,5793,66.2351113
2016-09-01,B DIVISION,R,1,3377,5984,56.4338235
2016-09-01,B DIVISION,S Fkln,1,2461,2478,99.3139629
2016-09-01,B DIVISION,S Rock,1,1633,1761,92.7314026
2016-09-01,Systemwide,Systemwide,1,108295,164217,65.9462784
2016-10-01,A DIVISION,1,1,6227,9603,64.8443195
2016-10-01,A DIVISION,2,1,2587,7150,36.1818182
2016-10-01,A DIVISION,3,1,3230,6006,53.7795538
2016-10-01,A DIVISION,4,1,2844,7797,36.4755675
2016-10-01,A DIVISION,5,1,2561,6904,37.094438
2016-10-01,A DIVISION,6,1,6042,12257,49.2942808
2016-10-01,A DIVISION,7,1,10283,13037,78.8755082
2016-10-01,A DIVISION,S 42nd,1,13538,13630,99.3250183
2016-10-01,B DIVISION,A,1,4598,7749,59.3366886
2016-10-01,B DIVISION,B,1,2488,4326,57.5127138
2016-10-01,B DIVISION,C,1,2621,4170,62.853717
2016-10-01,B DIVISION,D,1,3460,5513,62.7607473
2016-10-01,B DIVISION,E,1,5291,8375,63.1761194
2016-10-01,B DIVISION,F,1,4411,7987,55.2272443
2016-10-01,B DIVISION,G,1,4464,5880,75.9183673
2016-10-01,B DIVISION,JZ,1,3885,5859,66.3082437
2016-10-01,B DIVISION,L,1,9491,10605,89.495521
2016-10-01,B DIVISION,M,1,3621,5670,63.8624339
2016-10-01,B DIVISION,N,1,3368,5623,59.8968522
2016-10-01,B DIVISION,Q,1,3913,5908,66.2322275
2016-10-01,B DIVISION,R,1,3094,5964,51.8779343
2016-10-01,B DIVISION,S Fkln,1,2469,2478,99.6368039
2016-10-01,B DIVISION,S Rock,1,1625,1759,92.3820352
2016-10-01,Systemwide,Systemwide,1,106111,164250,64.6033486
2016-11-01,A DIVISION,1,1,6535,9606,68.0303977
2016-11-01,A DIVISION,2,1,2401,6793,35.3452083
2016-11-01,A DIVISION,3,1,3481,6398,54.4076274
2016-11-01,A DIVISION,4,1,2602,7878,33.0286875
2016-11-01,A DIVISION,5,1,2441,6905,35.3511948
2016-11-01,A DIVISION,6,1,5172,11816,43.7711578
2016-11-01,A DIVISION,7,1,10253,13110,78.2074752
2016-11-01,A DIVISION,S 42nd,1,12721,12883,98.7425289
2016-11-01,B DIVISION,A,1,4201,7749,54.2134469
2016-11-01,B DIVISION,B,1,2252,4326,52.0573278
2016-11-01,B DIVISION,C,1,2535,4182,60.6169297
2016-11-01,B DIVISION,D,1,3516,5515,63.7533998
2016-11-01,B DIVISION,E,1,5470,8380,65.274463
2016-11-01,B DIVISION,F,1,3698,7994,46.2596948
2016-11-01,B DIVISION,G,1,4434,5880,75.4081633
2016-11-01,B DIVISION,JZ,1,3687,5859,62.9288274
2016-11-01,B DIVISION,L,1,9796,10728,91.3124534
2016-11-01,B DIVISION,M,1,3587,5704,62.8856942
2016-11-01,B DIVISION,N,1,3244,5743,56.4861571
2016-11-01,B DIVISION,Q,1,4179,6300,66.3333333
2016-11-01,B DIVISION,R,1,4147,5960,69.5805369
2016-11-01,B DIVISION,S Fkln,1,2461,2478,99.3139629
2016-11-01,B DIVISION,S Rock,1,1615,1760,91.7613636
2016-11-01,B DIVISION,W,1,2458,3213,76.5017118
2016-11-01,Systemwide,Systemwide,1,106886,167160,63.9423307
2016-12-01,A DIVISION,1,1,6547,9609,68.134041
2016-12-01,A DIVISION,2,1,2153,6758,31.858538
2016-12-01,A DIVISION,3,1,3619,6398,56.5645514
2016-12-01,A DIVISION,4,1,2537,7803,32.513136
2016-12-01,A DIVISION,5,1,2424,6906,35.0999131
2016-12-01,A DIVISION,6,1,4659,11823,39.4062421
2016-12-01,A DIVISION,7,1,9857,13131,75.0666362
2016-12-01,A DIVISION,S 42nd,1,12604,12813,98.3688441
2016-12-01,B DIVISION,A,1,4573,7749,59.0140663
2016-12-01,B DIVISION,B,1,2501,4326,57.8132224
2016-12-01,B DIVISION,C,1,2431,4200,57.8809524
2016-12-01,B DIVISION,D,1,3341,5620,59.4483986
2016-12-01,B DIVISION,E,1,5197,8385,61.9797257
2016-12-01,B DIVISION,F,1,4139,8212,50.4018509
2016-12-01,B DIVISION,G,1,4472,5880,76.0544218
2016-12-01,B DIVISION,JZ,1,3497,5859,59.6859532
2016-12-01,B DIVISION,L,1,9301,10605,87.7039132
2016-12-01,B DIVISION,M,1,3307,5712,57.8956583
2016-12-01,B DIVISION,N,1,3246,5772,56.2370062
2016-12-01,B DIVISION,Q,1,4709,6462,72.8721758
2016-12-01,B DIVISION,R,1,3423,5961,57.4232511
2016-12-01,B DIVISION,S Fkln,1,2470,2478,99.677159
2016-12-01,B DIVISION,S Rock,1,1630,1761,92.5610449
2016-12-01,B DIVISION,W,1,2555,3969,64.3738977
2016-12-01,Systemwide,Systemwide,1,105192,168192,62.5428082
2017-01-01,A DIVISION,1,1,6991,9606,72.7774308
2017-01-01,A DIVISION,2,1,2249,6662,33.758631
2017-01-01,A DIVISION,3,1,3451,6398,53.9387309
2017-01-01,A DIVISION,4,1,2459,7800,31.525641
2017-01-01,A DIVISION,5,1,2410,6905,34.9022448
2017-01-01,A DIVISION,6,1,5582,11816,47.2410291
2017-01-01,A DIVISION,7,1,10074,13126,76.7484382
2017-01-01,A DIVISION,S 42nd,1,13158,13225,99.4933837
2017-01-01,B DIVISION,A,1,4836,7749,62.4080527
2017-01-01,B DIVISION,B,1,2421,4326,55.963939
2017-01-01,B DIVISION,C,1,2596,4200,61.8095238
2017-01-01,B DIVISION,D,1,3306,5515,59.9456029
2017-01-01,B DIVISION,E,1,5222,8380,62.3150358
2017-01-01,B DIVISION,F,1,4074,8171,49.8592584
2017-01-01,B DIVISION,G,1,4571,5880,77.7380952
2017-01-01,B DIVISION,JZ,1,3717,5859,63.4408602
2017-01-01,B DIVISION,L,1,9772,10605,92.1452145
2017-01-01,B DIVISION,M,1,3360,5712,58.8235294
2017-01-01,B DIVISION,N,1,3027,5771,52.4519147
2017-01-01,B DIVISION,Q,1,4125,6460,63.8544892
2017-01-01,B DIVISION,R,1,3782,5960,63.4563758
2017-01-01,B DIVISION,S Fkln,1,2475,2478,99.8789346
2017-01-01,B DIVISION,S Rock,1,1678,1760,95.3409091
2017-01-01,B DIVISION,W,1,2542,3969,64.0463593
2017-01-01,Systemwide,Systemwide,1,107878,168333,64.0860675
2017-02-01,A DIVISION,1,1,5204,8671,60.0161458
2017-02-01,A DIVISION,2,1,1648,6030,27.3300166
2017-02-01,A DIVISION,3,1,2782,5534,50.2710517
2017-02-01,A DIVISION,4,1,2357,7059,33.3899986
2017-02-01,A DIVISION,5,1,2013,6248,32.2183099
2017-02-01,A DIVISION,6,1,5030,10695,47.031323
2017-02-01,A DIVISION,7,1,8213,11879,69.1388164
2017-02-01,A DIVISION,S 42nd,1,11760,11871,99.0649482
2017-02-01,B DIVISION,A,1,3870,7011,55.198973
2017-02-01,B DIVISION,B,1,2181,3818,57.1241488
2017-02-01,B DIVISION,C,1,2204,3800,58
2017-02-01,B DIVISION,D,1,2985,5297,56.3526524
2017-02-01,B DIVISION,E,1,4964,7585,65.4449572
2017-02-01,B DIVISION,F,1,3577,7345,48.6997958
2017-02-01,B DIVISION,G,1,4062,5320,76.3533835
2017-02-01,B DIVISION,JZ,1,3449,5301,65.0631956
2017-02-01,B DIVISION,L,1,8832,9636,91.6562889
2017-02-01,B DIVISION,M,1,3132,5168,60.6037152
2017-02-01,B DIVISION,N,1,2847,5222,54.5193412
2017-02-01,B DIVISION,Q,1,3967,5846,67.8583647
2017-02-01,B DIVISION,R,1,3684,5364,68.6800895
2017-02-01,B DIVISION,S Fkln,1,2237,2242,99.7769848
2017-02-01,B DIVISION,S Rock,1,1465,1593,91.9648462
2017-02-01,B DIVISION,W,1,2459,3591,68.4767474
2017-02-01,Systemwide,Systemwide,1,94922,152126,62.3969604
2017-03-01,A DIVISION,1,1,7010,10039,69.8276721
2017-03-01,A DIVISION,2,1,2120,6955,30.4816679
2017-03-01,A DIVISION,3,1,3013,6176,48.7856218
2017-03-01,A DIVISION,4,1,2698,8146,33.12055
2017-03-01,A DIVISION,5,1,2235,7150,31.2587413
2017-03-01,A DIVISION,6,1,6023,12351,48.7652822
2017-03-01,A DIVISION,7,1,10231,13724,74.5482367
2017-03-01,A DIVISION,S 42nd,1,13668,13697,99.7882748
2017-03-01,B DIVISION,A,1,4239,7867,53.88331
2017-03-01,B DIVISION,B,1,2606,4508,57.8083407
2017-03-01,B DIVISION,C,1,2595,4400,58.9772727
2017-03-01,B DIVISION,D,1,3242,5750,56.3826087
2017-03-01,B DIVISION,E,1,5270,8750,60.2285714
2017-03-01,B DIVISION,F,1,3947,8350,47.2694611
2017-03-01,B DIVISION,G,1,4501,6136,73.3539765
2017-03-01,B DIVISION,JZ,1,3747,6113,61.2955995
2017-03-01,B DIVISION,L,1,10294,11113,92.6302529
2017-03-01,B DIVISION,M,1,3720,5885,63.2115548
2017-03-01,B DIVISION,N,1,3229,6022,53.6200598
2017-03-01,B DIVISION,Q,1,4480,6744,66.4294187
2017-03-01,B DIVISION,R,1,4117,6135,67.1067645
2017-03-01,B DIVISION,S Fkln,1,2453,2454,99.9592502
2017-03-01,B DIVISION,S Rock,1,1728,1833,94.2716858
2017-03-01,B DIVISION,W,1,2744,4158,65.993266
2017-03-01,Systemwide,Systemwide,1,109910,174456,63.0015591
2017-04-01,A DIVISION,1,1,6455,9148,70.5618714
2017-04-01,A DIVISION,2,1,2106,6476,32.5200741
2017-04-01,A DIVISION,3,1,3126,5812,53.7852719
2017-04-01,A DIVISION,4,1,2218,7428,29.8599892
2017-04-01,A DIVISION,5,1,2033,6576,30.9154501
2017-04-01,A DIVISION,6,1,6014,11252,53.4482759
2017-04-01,A DIVISION,7,1,9069,12500,72.552
2017-04-01,A DIVISION,S 42nd,1,12061,12274,98.2646244
2017-04-01,B DIVISION,A,1,4230,7380,57.3170732
2017-04-01,B DIVISION,B,1,2459,4120,59.684466
2017-04-01,B DIVISION,C,1,2414,4000,60.35
2017-04-01,B DIVISION,D,1,2699,5252,51.3899467
2017-04-01,B DIVISION,E,1,4789,7980,60.0125313
2017-04-01,B DIVISION,F,1,3460,7612,45.4545455
2017-04-01,B DIVISION,G,1,4210,5600,75.1785714
2017-04-01,B DIVISION,JZ,1,3316,5580,59.4265233
2017-04-01,B DIVISION,L,1,9980,10605,94.1065535
2017-04-01,B DIVISION,M,1,3368,5440,61.9117647
2017-04-01,B DIVISION,N,1,2808,5496,51.0917031
2017-04-01,B DIVISION,Q,1,4231,6152,68.7743823
2017-04-01,B DIVISION,R,1,4025,5676,70.9126145
2017-04-01,B DIVISION,S Fkln,1,2360,2360,100
2017-04-01,B DIVISION,S Rock,1,1636,1676,97.6133652
2017-04-01,B DIVISION,W,1,2457,3780,65
2017-04-01,Systemwide,Systemwide,1,101524,160175,63.3831747
2017-05-01,A DIVISION,1,1,7108,10064,70.6279809
2017-05-01,A DIVISION,2,1,2097,6980,30.0429799
2017-05-01,A DIVISION,3,1,3277,6508,50.3534112
2017-05-01,A DIVISION,4,1,2325,8309,27.9817066
2017-05-01,A DIVISION,5,1,1851,7066,26.1958675
2017-05-01,A DIVISION,6,1,6352,12380,51.3085622
2017-05-01,A DIVISION,7,1,10491,13752,76.2870855
2017-05-01,A DIVISION,S 42nd,1,13393,13492,99.2662318
2017-05-01,B DIVISION,A,1,4132,8118,50.8992363
2017-05-01,B DIVISION,B,1,2396,4532,52.8684907
2017-05-01,B DIVISION,C,1,2568,4400,58.3636364
2017-05-01,B DIVISION,D,1,3131,5952,52.6041667
2017-05-01,B DIVISION,E,1,4655,8780,53.0182232
2017-05-01,B DIVISION,F,1,3228,8376,38.5386819
2017-05-01,B DIVISION,G,1,4308,6160,69.9350649
2017-05-01,B DIVISION,JZ,1,3708,6138,60.4105572
2017-05-01,B DIVISION,L,1,10553,11288,93.4886605
2017-05-01,B DIVISION,M,1,3864,5984,64.5721925
2017-05-01,B DIVISION,N,1,3126,6139,50.9203453
2017-05-01,B DIVISION,Q,1,4304,6768,63.5933806
2017-05-01,B DIVISION,R,1,4557,6178,73.7617352
2017-05-01,B DIVISION,S Fkln,1,2564,2596,98.7673344
2017-05-01,B DIVISION,S Rock,1,1758,1844,95.3362256
2017-05-01,B DIVISION,W,1,2764,4158,66.4742665
2017-05-01,Systemwide,Systemwide,1,108510,175962,61.6667235
2017-06-01,A DIVISION,1,1,6822,10507,64.9281431
2017-06-01,A DIVISION,2,1,1927,6981,27.6034952
2017-06-01,A DIVISION,3,1,2920,6477,45.0826
2017-06-01,A DIVISION,4,1,2478,8219,30.1496532
2017-06-01,A DIVISION,5,1,2273,7212,31.5169163
2017-06-01,A DIVISION,6,1,6758,12380,54.5880452
2017-06-01,A DIVISION,7,1,10222,13813,74.002751
2017-06-01,A DIVISION,S 42nd,1,13285,13493,98.4584599
2017-06-01,B DIVISION,A,1,4126,8118,50.8253264
2017-06-01,B DIVISION,B,1,2190,4532,48.3230362
2017-06-01,B DIVISION,C,1,2370,4400,53.8636364
2017-06-01,B DIVISION,D,1,3048,5917,51.5125908
2017-06-01,B DIVISION,E,1,5210,8780,59.3394077
2017-06-01,B DIVISION,F,1,3995,8376,47.6957975
2017-06-01,B DIVISION,G,1,4458,6218,71.6950788
2017-06-01,B DIVISION,JZ,1,3856,6138,62.821766
2017-06-01,B DIVISION,L,1,10800,11297,95.6006019
2017-06-01,B DIVISION,M,1,4611,7017,65.7118427
2017-06-01,B DIVISION,N,1,2801,6046,46.3281508
2017-06-01,B DIVISION,Q,1,4162,6768,61.4952719
2017-06-01,B DIVISION,R,1,4229,6244,67.7290199
2017-06-01,B DIVISION,S Fkln,1,2593,2596,99.8844376
2017-06-01,B DIVISION,S Rock,1,1749,1844,94.8481562
2017-06-01,B DIVISION,W,1,2796,4158,67.2438672
2017-06-01,Systemwide,Systemwide,1,109679,177531,61.7801961
2017-07-01,A DIVISION,1,1,6147,9265,66.3464652
2017-07-01,A DIVISION,2,1,1758,6345,27.7068558
2017-07-01,A DIVISION,3,1,3062,6105,50.1556102
2017-07-01,A DIVISION,4,1,2562,7446,34.4077357
2017-07-01,A DIVISION,5,1,2237,6635,33.7151469
2017-07-01,A DIVISION,6,1,6623,11315,58.5329209
2017-07-01,A DIVISION,7,1,9022,12670,71.207577
2017-07-01,A DIVISION,S 42nd,1,12686,12756,99.4512386
2017-07-01,B DIVISION,A,1,4370,7358,59.3911389
2017-07-01,B DIVISION,B,1,2062,4080,50.5392157
2017-07-01,B DIVISION,C,1,2444,3943,61.9832615
2017-07-01,B DIVISION,D,1,3345,5626,59.4560967
2017-07-01,B DIVISION,E,1,5028,7975,63.0470219
2017-07-01,B DIVISION,F,1,4112,7616,53.9915966
2017-07-01,B DIVISION,G,1,4397,5963,73.7380513
2017-07-01,B DIVISION,JZ,1,4134,5580,74.0860215
2017-07-01,B DIVISION,L,1,10413,10828,96.1673439
2017-07-01,B DIVISION,M,1,7235,9570,75.6008359
2017-07-01,B DIVISION,N,1,3110,5558,55.9553796
2017-07-01,B DIVISION,Q,1,3771,6198,60.8422072
2017-07-01,B DIVISION,R,1,4014,5675,70.7312775
2017-07-01,B DIVISION,S Fkln,1,2358,2360,99.9152542
2017-07-01,B DIVISION,S Rock,1,1592,1675,95.0447761
2017-07-01,B DIVISION,W,1,2676,3780,70.7936508
2017-07-01,Systemwide,Systemwide,1,109158,166322,65.6305239
2017-08-01,A DIVISION,1,1,7869,10660,73.8180113
2017-08-01,A DIVISION,2,1,2038,7302,27.9101616
2017-08-01,A DIVISION,3,1,3516,6974,50.4158302
2017-08-01,A DIVISION,4,1,3181,8544,37.2308052
2017-08-01,A DIVISION,5,1,2595,7611,34.0953883
2017-08-01,A DIVISION,6,1,8126,12981,62.5991834
2017-08-01,A DIVISION,7,1,10152,14658,69.2591077
2017-08-01,A DIVISION,S 42nd,1,13974,14102,99.0923273
2017-08-01,B DIVISION,A,1,5010,8487,59.0314599
2017-08-01,B DIVISION,B,1,2609,4738,55.0654285
2017-08-01,B DIVISION,C,1,3000,4600,65.2173913
2017-08-01,B DIVISION,D,1,3399,6075,55.9506173
2017-08-01,B DIVISION,E,1,5120,9180,55.7734205
2017-08-01,B DIVISION,F,1,3657,8758,41.7561087
2017-08-01,B DIVISION,G,1,5364,6891,77.8406617
2017-08-01,B DIVISION,JZ,1,4544,6417,70.8119059
2017-08-01,B DIVISION,L,1,11508,12431,92.5750141
2017-08-01,B DIVISION,M,1,8143,11009,73.9667545
2017-08-01,B DIVISION,N,1,3243,6321,51.3051732
2017-08-01,B DIVISION,Q,1,4733,7148,66.2143257
2017-08-01,B DIVISION,R,1,4682,6528,71.7218137
2017-08-01,B DIVISION,S Fkln,1,2706,2714,99.7052321
2017-08-01,B DIVISION,S Rock,1,1815,1928,94.1390041
2017-08-01,B DIVISION,W,1,3125,4347,71.8886588
2017-08-01,Systemwide,Systemwide,1,124109,190404,65.181929
2017-09-01,A DIVISION,1,1,6531,9271,70.4454751
2017-09-01,A DIVISION,2,1,1760,6351,27.7121713
2017-09-01,A DIVISION,3,1,2706,6083,44.4846293
2017-09-01,A DIVISION,4,1,2377,7431,31.9876194
2017-09-01,A DIVISION,5,1,1571,6011,26.1354184
2017-09-01,A DIVISION,6,1,5843,11259,51.8962608
2017-09-01,A DIVISION,7,1,9970,12748,78.2083464
2017-09-01,A DIVISION,S 42nd,1,12219,12271,99.5762367
2017-09-01,B DIVISION,A,1,4285,7380,58.0623306
2017-09-01,B DIVISION,B,1,2409,4120,58.4708738
2017-09-01,B DIVISION,C,1,2416,4000,60.4
2017-09-01,B DIVISION,D,1,3047,5289,57.6101342
2017-09-01,B DIVISION,E,1,4524,7985,56.6562304
2017-09-01,B DIVISION,F,1,3416,7619,44.8352802
2017-09-01,B DIVISION,G,1,4579,5801,78.9346664
2017-09-01,B DIVISION,JZ,1,3851,5580,69.0143369
2017-09-01,B DIVISION,L,1,9954,10720,92.8544776
2017-09-01,B DIVISION,M,1,7141,9574,74.5874243
2017-09-01,B DIVISION,N,1,2965,5497,53.9385119
2017-09-01,B DIVISION,Q,1,4336,6536,66.3402693
2017-09-01,B DIVISION,R,1,3794,5549,68.3726798
2017-09-01,B DIVISION,S Fkln,1,2358,2360,99.9152542
2017-09-01,B DIVISION,S Rock,1,1571,1677,93.679189
2017-09-01,B DIVISION,W,1,2856,3780,75.5555556
2017-09-01,Systemwide,Systemwide,1,106479,164892,64.5749945
2017-10-01,A DIVISION,1,1,7332,10193,71.9317178
2017-10-01,A DIVISION,2,1,2152,6981,30.8265292
2017-10-01,A DIVISION,3,1,3164,6661,47.5003753
2017-10-01,A DIVISION,4,1,2723,8266,32.9421728
2017-10-01,A DIVISION,5,1,1647,6725,24.4907063
2017-10-01,A DIVISION,6,1,6647,12373,53.7218136
2017-10-01,A DIVISION,7,1,10210,14016,72.8453196
2017-10-01,A DIVISION,S 42nd,1,13956,14042,99.3875516
2017-10-01,B DIVISION,A,1,4462,8227,54.236052
2017-10-01,B DIVISION,B,1,2554,4532,56.3548102
2017-10-01,B DIVISION,C,1,2562,4400,58.2272727
2017-10-01,B DIVISION,D,1,3387,6013,56.3279561
2017-10-01,B DIVISION,E,1,5304,8775,60.4444444
2017-10-01,B DIVISION,F,1,3721,8369,44.4617039
2017-10-01,B DIVISION,G,1,4578,6193,73.9221702
2017-10-01,B DIVISION,JZ,1,4135,6138,67.3672206
2017-10-01,B DIVISION,L,1,10946,11792,92.8256445
2017-10-01,B DIVISION,M,1,7695,10528,73.0908055
2017-10-01,B DIVISION,N,1,3793,6045,62.7460711
2017-10-01,B DIVISION,Q,1,4840,6823,70.9365382
2017-10-01,B DIVISION,R,1,4045,6243,64.7925677
2017-10-01,B DIVISION,S Fkln,1,2589,2596,99.7303544
2017-10-01,B DIVISION,S Rock,1,1743,1843,94.574064
2017-10-01,B DIVISION,W,1,2907,4158,69.9134199
2017-10-01,Systemwide,Systemwide,1,117092,181932,64.3603104
2017-11-01,A DIVISION,1,1,6771,9732,69.5745993
2017-11-01,A DIVISION,2,1,1663,6666,24.9474947
2017-11-01,A DIVISION,3,1,2535,6134,41.3270297
2017-11-01,A DIVISION,4,1,2108,7800,27.025641
2017-11-01,A DIVISION,5,1,1608,6385,25.1840251
2017-11-01,A DIVISION,6,1,5630,11816,47.647258
2017-11-01,A DIVISION,7,1,9262,13382,69.2123748
2017-11-01,A DIVISION,S 42nd,1,12989,13155,98.7381224
2017-11-01,B DIVISION,A,1,3854,7754,49.7033789
2017-11-01,B DIVISION,B,1,2011,4326,46.4863615
2017-11-01,B DIVISION,C,1,2364,4200,56.2857143
2017-11-01,B DIVISION,D,1,2504,5515,45.4034451
2017-11-01,B DIVISION,E,1,5103,8302,61.4671164
2017-11-01,B DIVISION,F,1,3707,7994,46.3722792
2017-11-01,B DIVISION,G,1,4195,5967,70.303335
2017-11-01,B DIVISION,JZ,1,4153,5859,70.8824031
2017-11-01,B DIVISION,L,1,10952,11333,96.6381364
2017-11-01,B DIVISION,M,1,7635,10051,75.9625908
2017-11-01,B DIVISION,N,1,4031,6192,65.1001292
2017-11-01,B DIVISION,Q,1,4578,7087,64.5971497
2017-11-01,B DIVISION,R,1,3820,5978,63.9009702
2017-11-01,B DIVISION,S Fkln,1,2272,2281,99.6054362
2017-11-01,B DIVISION,S Rock,1,1583,1689,93.7240971
2017-11-01,B DIVISION,W,1,2810,3969,70.7986898
2017-11-01,Systemwide,Systemwide,1,108138,173567,62.303318
2017-12-01,A DIVISION,1,1,6554,9271,70.6935606
2017-12-01,A DIVISION,2,1,2754,6351,43.3632499
2017-12-01,A DIVISION,3,1,3610,6083,59.3457176
2017-12-01,A DIVISION,4,1,3272,7541,43.3894709
2017-12-01,A DIVISION,5,1,3116,6613,47.1193104
2017-12-01,A DIVISION,6,1,4849,11499,42.1688843
2017-12-01,A DIVISION,7,1,8398,12748,65.8770003
2017-12-01,A DIVISION,S 42nd,1,11843,12093,97.9326883
2017-12-01,B DIVISION,A,1,3577,7380,48.4688347
2017-12-01,B DIVISION,B,1,2019,4120,49.0048544
2017-12-01,B DIVISION,C,1,2137,4000,53.425
2017-12-01,B DIVISION,D,1,2394,5254,45.5652836
2017-12-01,B DIVISION,E,1,4184,7985,52.3982467
2017-12-01,B DIVISION,F,1,3071,7619,40.3071269
2017-12-01,B DIVISION,G,1,3616,5643,64.0793904
2017-12-01,B DIVISION,JZ,1,3611,5580,64.7132616
2017-12-01,B DIVISION,L,1,9954,10805,92.1240167
2017-12-01,B DIVISION,M,1,7255,9541,76.0402474
2017-12-01,B DIVISION,N,1,3642,5710,63.7828371
2017-12-01,B DIVISION,Q,1,4261,6418,66.3913992
2017-12-01,B DIVISION,R,1,3391,5467,62.0267057
2017-12-01,B DIVISION,S Fkln,1,2350,2360,99.5762712
2017-12-01,B DIVISION,S Rock,1,1540,1631,94.4206009
2017-12-01,B DIVISION,W,1,2592,3719,69.6961549
2017-12-01,Systemwide,Systemwide,1,103990,165431,62.8600444
2018-01-01,A DIVISION,1,1,13756,20392,67.4578266
2018-01-01,A DIVISION,2,1,5390,14466,37.2597816
2018-01-01,A DIVISION,3,1,7220,12712,56.7967275
2018-01-01,A DIVISION,4,1,6412,16758,38.2623225
2018-01-01,A DIVISION,5,1,6078,14564,41.7330404
2018-01-01,A DIVISION,6,1,11684,24760,47.1890145
2018-01-01,A DIVISION,7,1,17860,28040,63.6947218
2018-01-01,A DIVISION,S 42nd,1,27578,27936,98.7184994
2018-01-01,B DIVISION,A,1,6286,16500,38.0969697
2018-01-01,B DIVISION,B,1,3982,8708,45.7280661
2018-01-01,B DIVISION,C,1,2990,8612,34.7189967
2018-01-01,B DIVISION,D,1,4994,11892,41.9946182
2018-01-01,B DIVISION,E,1,8322,17560,47.3917995
2018-01-01,B DIVISION,F,1,5428,16864,32.186907
2018-01-01,B DIVISION,G,1,6306,12412,50.8056719
2018-01-01,B DIVISION,JZ,1,7348,12276,59.8566308
2018-01-01,B DIVISION,L,1,20028,23584,84.921981
2018-01-01,B DIVISION,M,1,14818,21060,70.3608737
2018-01-01,B DIVISION,N,1,6618,12092,54.7304003
2018-01-01,B DIVISION,Q,1,8048,13668,58.8820603
2018-01-01,B DIVISION,R,1,7006,12532,55.9048835
2018-01-01,B DIVISION,S Fkln,1,5086,5124,99.2583919
2018-01-01,B DIVISION,S Rock,1,3246,3506,92.5841415
2018-01-01,B DIVISION,W,1,5276,8316,63.4439634
2018-01-01,Systemwide,Systemwide,1,211760,364334,58.122492
2018-02-01,A DIVISION,1,1,6282,9239,67.9943717
2018-02-01,A DIVISION,2,1,2660,6033,44.0908337
2018-02-01,A DIVISION,3,1,3327,5413,61.4631443
2018-02-01,A DIVISION,4,1,3061,7241,42.2731667
2018-02-01,A DIVISION,5,1,3116,6284,49.5862508
2018-02-01,A DIVISION,6,1,5259,10695,49.1725105
2018-02-01,A DIVISION,7,1,7415,12143,61.0639875
2018-02-01,A DIVISION,S 42nd,1,11680,11831,98.723692
