month,division,line,day_type,category,count
9/1/2015,Systemwide,Systemwide,1,Subway Car,6
9/1/2015,Systemwide,Systemwide,1,Track,17
9/1/2015,Systemwide,Systemwide,2,Other,2
9/1/2015,Systemwide,Systemwide,2,Persons on Trackbed/Police/Medical,1
9/1/2015,Systemwide,Systemwide,2,Signals,3
9/1/2015,Systemwide,Systemwide,2,Stations and Structure,1
9/1/2015,Systemwide,Systemwide,2,Track,2
10/1/2015,A DIVISION,1,1,Persons on Trackbed/Police/Medical,1
10/1/2015,A DIVISION,1,1,Signals,1
10/1/2015,A DIVISION,1,1,Track,1
10/1/2015,A DIVISION,2,1,Other,1
10/1/2015,A DIVISION,2,1,Persons on Trackbed/Police/Medical,4
10/1/2015,A DIVISION,2,1,Stations and Structure,1
10/1/2015,A DIVISION,2,2,Track,1
10/1/2015,A DIVISION,4,1,Persons on Trackbed/Police/Medical,2
10/1/2015,A DIVISION,4,1,Signals,1
10/1/2015,A DIVISION,4,1,Track,1
10/1/2015,A DIVISION,4,2,Persons on Trackbed/Police/Medical,1
10/1/2015,A DIVISION,5,1,Other,2
10/1/2015,A DIVISION,5,1,Persons on Trackbed/Police/Medical,3
10/1/2015,A DIVISION,5,1,Signals,3
10/1/2015,A DIVISION,5,2,Signals,1
10/1/2015,A DIVISION,5,2,Track,1
10/1/2015,A DIVISION,6,1,Persons on Trackbed/Police/Medical,3
10/1/2015,A DIVISION,6,1,Signals,5
10/1/2015,A DIVISION,6,1,Track,1
10/1/2015,A DIVISION,6,2,Persons on Trackbed/Police/Medical,1
10/1/2015,A DIVISION,7,1,Signals,2
10/1/2015,A DIVISION,7,2,Track,1
10/1/2015,B DIVISION,A,1,Persons on Trackbed/Police/Medical,2
10/1/2015,B DIVISION,A,1,Signals,1
10/1/2015,B DIVISION,A,1,Track,2
10/1/2015,B DIVISION,A,2,Track,1
10/1/2015,B DIVISION,C,1,Track,1
10/1/2015,B DIVISION,C,2,Track,2
10/1/2015,B DIVISION,D,1,Persons on Trackbed/Police/Medical,1
10/1/2015,B DIVISION,D,1,Signals,1
10/1/2015,B DIVISION,D,1,Track,2
10/1/2015,B DIVISION,D,2,Track,1
10/1/2015,B DIVISION,E,1,Persons on Trackbed/Police/Medical,1
10/1/2015,B DIVISION,E,1,Signals,4
10/1/2015,B DIVISION,E,1,Subway Car,2
10/1/2015,B DIVISION,E,1,Track,3
10/1/2015,B DIVISION,E,2,Track,1
10/1/2015,B DIVISION,F,1,Persons on Trackbed/Police/Medical,2
10/1/2015,B DIVISION,F,1,Signals,2
10/1/2015,B DIVISION,F,1,Track,2
10/1/2015,B DIVISION,G,1,Signals,1
10/1/2015,B DIVISION,L,1,Persons on Trackbed/Police/Medical,1
10/1/2015,B DIVISION,L,1,Track,1
10/1/2015,B DIVISION,L,2,Other,1
10/1/2015,B DIVISION,M,1,Other,1
10/1/2015,B DIVISION,M,1,Signals,1
10/1/2015,B DIVISION,M,1,Track,1
10/1/2015,B DIVISION,N,1,Signals,1
10/1/2015,B DIVISION,Q,1,Track,1
10/1/2015,B DIVISION,R,1,Signals,1
10/1/2015,Systemwide,Systemwide,1,Other,4
10/1/2015,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,20
10/1/2015,Systemwide,Systemwide,1,Signals,24
10/1/2015,Systemwide,Systemwide,1,Stations and Structure,1
10/1/2015,Systemwide,Systemwide,1,Subway Car,2
10/1/2015,Systemwide,Systemwide,1,Track,16
10/1/2015,Systemwide,Systemwide,2,Other,1
10/1/2015,Systemwide,Systemwide,2,Persons on Trackbed/Police/Medical,3
10/1/2015,Systemwide,Systemwide,2,Signals,1
10/1/2015,Systemwide,Systemwide,2,Track,8
11/1/2015,A DIVISION,1,1,Persons on Trackbed/Police/Medical,1
11/1/2015,A DIVISION,1,1,Signals,1
11/1/2015,A DIVISION,1,2,Signals,1
11/1/2015,A DIVISION,2,1,Track,1
11/1/2015,A DIVISION,2,2,Signals,1
11/1/2015,A DIVISION,3,1,Signals,1
11/1/2015,A DIVISION,3,2,Persons on Trackbed/Police/Medical,1
11/1/2015,A DIVISION,3,2,Subway Car,1
11/1/2015,A DIVISION,4,1,Stations and Structure,1
11/1/2015,A DIVISION,4,1,Subway Car,1
11/1/2015,A DIVISION,4,2,Signals,1
11/1/2015,A DIVISION,5,1,Persons on Trackbed/Police/Medical,1
11/1/2015,A DIVISION,5,1,Signals,5
11/1/2015,A DIVISION,5,1,Track,2
11/1/2015,A DIVISION,6,1,Persons on Trackbed/Police/Medical,2
11/1/2015,A DIVISION,6,1,Signals,2
11/1/2015,A DIVISION,6,1,Track,1
11/1/2015,A DIVISION,6,2,Persons on Trackbed/Police/Medical,1
11/1/2015,A DIVISION,7,1,Persons on Trackbed/Police/Medical,1
11/1/2015,A DIVISION,7,1,Stations and Structure,1
11/1/2015,A DIVISION,7,1,Subway Car,1
11/1/2015,A DIVISION,7,1,Track,1
11/1/2015,B DIVISION,A,1,Persons on Trackbed/Police/Medical,1
11/1/2015,B DIVISION,A,1,Track,1
11/1/2015,B DIVISION,B,1,Other,1
11/1/2015,B DIVISION,B,1,Signals,2
11/1/2015,B DIVISION,C,1,Stations and Structure,1
11/1/2015,B DIVISION,D,1,Track,1
11/1/2015,B DIVISION,E,1,Signals,2
11/1/2015,B DIVISION,E,1,Stations and Structure,1
11/1/2015,B DIVISION,E,1,Track,1
11/1/2015,B DIVISION,E,2,Stations and Structure,1
11/1/2015,B DIVISION,F,1,Signals,1
11/1/2015,B DIVISION,F,1,Stations and Structure,2
11/1/2015,B DIVISION,F,1,Track,1
11/1/2015,B DIVISION,JZ,2,Persons on Trackbed/Police/Medical,1
11/1/2015,B DIVISION,L,1,Signals,1
11/1/2015,B DIVISION,L,2,Track,1
11/1/2015,B DIVISION,M,1,Other,1
11/1/2015,B DIVISION,M,1,Signals,1
11/1/2015,B DIVISION,M,1,Track,1
11/1/2015,B DIVISION,N,1,Persons on Trackbed/Police/Medical,1
11/1/2015,B DIVISION,N,1,Signals,3
11/1/2015,B DIVISION,N,1,Track,2
11/1/2015,B DIVISION,Q,1,Persons on Trackbed/Police/Medical,3
11/1/2015,B DIVISION,R,1,Persons on Trackbed/Police/Medical,1
11/1/2015,B DIVISION,R,1,Track,3
11/1/2015,Systemwide,Systemwide,1,Other,2
11/1/2015,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,11
11/1/2015,Systemwide,Systemwide,1,Signals,19
11/1/2015,Systemwide,Systemwide,1,Stations and Structure,6
11/1/2015,Systemwide,Systemwide,1,Subway Car,2
11/1/2015,Systemwide,Systemwide,1,Track,15
11/1/2015,Systemwide,Systemwide,2,Persons on Trackbed/Police/Medical,3
11/1/2015,Systemwide,Systemwide,2,Signals,4
11/1/2015,Systemwide,Systemwide,2,Stations and Structure,1
11/1/2015,Systemwide,Systemwide,2,Subway Car,1
11/1/2015,Systemwide,Systemwide,2,Track,1
12/1/2015,A DIVISION,1,1,Persons on Trackbed/Police/Medical,2
12/1/2015,A DIVISION,1,1,Signals,1
12/1/2015,A DIVISION,2,1,Signals,2
12/1/2015,A DIVISION,2,1,Subway Car,1
12/1/2015,A DIVISION,2,1,Track,1
12/1/2015,A DIVISION,3,1,Other,1
12/1/2015,A DIVISION,3,1,Signals,1
12/1/2015,A DIVISION,3,2,Signals,1
12/1/2015,A DIVISION,3,2,Stations and Structure,1
12/1/2015,A DIVISION,4,1,Persons on Trackbed/Police/Medical,2
12/1/2015,A DIVISION,4,1,Signals,1
12/1/2015,A DIVISION,4,1,Subway Car,1
12/1/2015,A DIVISION,5,1,Other,1
12/1/2015,A DIVISION,5,1,Signals,1
12/1/2015,A DIVISION,5,1,Track,2
12/1/2015,A DIVISION,6,1,Persons on Trackbed/Police/Medical,2
12/1/2015,A DIVISION,6,1,Signals,1
12/1/2015,A DIVISION,6,1,Track,4
12/1/2015,A DIVISION,7,1,Other,1
12/1/2015,A DIVISION,7,1,Persons on Trackbed/Police/Medical,1
12/1/2015,A DIVISION,7,1,Signals,2
12/1/2015,A DIVISION,7,1,Subway Car,1
12/1/2015,A DIVISION,7,2,Signals,1
12/1/2015,A DIVISION,S 42nd,1,Subway Car,1
12/1/2015,B DIVISION,A,1,Other,1
12/1/2015,B DIVISION,A,1,Persons on Trackbed/Police/Medical,1
12/1/2015,B DIVISION,A,1,Track,2
12/1/2015,B DIVISION,B,1,Subway Car,1
12/1/2015,B DIVISION,B,1,Track,1
12/1/2015,B DIVISION,D,1,Persons on Trackbed/Police/Medical,1
12/1/2015,B DIVISION,D,1,Signals,1
12/1/2015,B DIVISION,D,1,Track,1
12/1/2015,B DIVISION,D,2,Persons on Trackbed/Police/Medical,1
12/1/2015,B DIVISION,E,1,Signals,1
12/1/2015,B DIVISION,E,1,Track,2
12/1/2015,B DIVISION,F,1,Persons on Trackbed/Police/Medical,1
12/1/2015,B DIVISION,F,1,Signals,5
12/1/2015,B DIVISION,F,1,Stations and Structure,1
12/1/2015,B DIVISION,F,1,Track,3
12/1/2015,B DIVISION,F,2,Track,1
12/1/2015,B DIVISION,G,1,Persons on Trackbed/Police/Medical,1
12/1/2015,B DIVISION,JZ,1,Subway Car,1
12/1/2015,B DIVISION,L,1,Stations and Structure,1
12/1/2015,B DIVISION,L,1,Track,1
12/1/2015,B DIVISION,L,2,Track,1
12/1/2015,B DIVISION,M,1,Persons on Trackbed/Police/Medical,1
12/1/2015,B DIVISION,M,1,Signals,2
12/1/2015,B DIVISION,M,1,Subway Car,1
12/1/2015,B DIVISION,N,1,Persons on Trackbed/Police/Medical,1
12/1/2015,B DIVISION,N,1,Signals,1
12/1/2015,B DIVISION,R,1,Other,1
12/1/2015,B DIVISION,R,1,Signals,3
12/1/2015,B DIVISION,R,1,Track,3
12/1/2015,Systemwide,Systemwide,1,Other,5
12/1/2015,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,13
12/1/2015,Systemwide,Systemwide,1,Signals,22
12/1/2015,Systemwide,Systemwide,1,Stations and Structure,2
12/1/2015,Systemwide,Systemwide,1,Subway Car,7
12/1/2015,Systemwide,Systemwide,1,Track,20
12/1/2015,Systemwide,Systemwide,2,Persons on Trackbed/Police/Medical,1
12/1/2015,Systemwide,Systemwide,2,Signals,2
12/1/2015,Systemwide,Systemwide,2,Stations and Structure,1
12/1/2015,Systemwide,Systemwide,2,Track,2
1/1/2016,A DIVISION,1,1,Signals,1
1/1/2016,A DIVISION,1,2,Persons on Trackbed/Police/Medical,1
1/1/2016,A DIVISION,2,1,Persons on Trackbed/Police/Medical,3
1/1/2016,A DIVISION,2,1,Signals,2
1/1/2016,A DIVISION,2,1,Track,1
1/1/2016,A DIVISION,3,1,Persons on Trackbed/Police/Medical,1
1/1/2016,A DIVISION,3,1,Signals,2
1/1/2016,A DIVISION,3,1,Track,1
1/1/2016,A DIVISION,3,2,Persons on Trackbed/Police/Medical,1
1/1/2016,A DIVISION,4,1,Persons on Trackbed/Police/Medical,1
1/1/2016,A DIVISION,4,1,Signals,4
1/1/2016,A DIVISION,4,1,Subway Car,1
1/1/2016,A DIVISION,4,1,Track,1
1/1/2016,A DIVISION,4,2,Other,1
1/1/2016,A DIVISION,5,1,Persons on Trackbed/Police/Medical,2
1/1/2016,A DIVISION,5,1,Stations and Structure,1
1/1/2016,A DIVISION,5,1,Track,2
1/1/2016,A DIVISION,6,1,Other,2
1/1/2016,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
1/1/2016,A DIVISION,6,1,Subway Car,2
1/1/2016,A DIVISION,7,1,Persons on Trackbed/Police/Medical,1
1/1/2016,A DIVISION,7,1,Track,2
1/1/2016,A DIVISION,7,2,Other,1
1/1/2016,B DIVISION,A,1,Signals,1
1/1/2016,B DIVISION,A,1,Track,3
1/1/2016,B DIVISION,A,2,Signals,2
1/1/2016,B DIVISION,B,1,Other,1
1/1/2016,B DIVISION,B,1,Track,2
1/1/2016,B DIVISION,C,1,Persons on Trackbed/Police/Medical,2
1/1/2016,B DIVISION,C,2,Persons on Trackbed/Police/Medical,2
1/1/2016,B DIVISION,D,1,Other,1
1/1/2016,B DIVISION,E,1,Persons on Trackbed/Police/Medical,1
1/1/2016,B DIVISION,E,1,Signals,1
1/1/2016,B DIVISION,E,1,Track,1
1/1/2016,B DIVISION,E,2,Track,1
1/1/2016,B DIVISION,F,1,Track,2
1/1/2016,B DIVISION,F,2,Signals,1
1/1/2016,B DIVISION,L,1,Signals,1
1/1/2016,B DIVISION,L,1,Track,1
1/1/2016,B DIVISION,L,2,Other,1
1/1/2016,B DIVISION,L,2,Persons on Trackbed/Police/Medical,1
1/1/2016,B DIVISION,L,2,Stations and Structure,1
1/1/2016,B DIVISION,M,1,Signals,1
1/1/2016,B DIVISION,M,1,Track,1
1/1/2016,B DIVISION,N,1,Subway Car,1
1/1/2016,B DIVISION,N,1,Track,3
1/1/2016,B DIVISION,N,2,Other,1
1/1/2016,B DIVISION,Q,1,Other,1
1/1/2016,B DIVISION,Q,1,Signals,2
1/1/2016,B DIVISION,Q,1,Track,2
1/1/2016,B DIVISION,R,1,Persons on Trackbed/Police/Medical,2
1/1/2016,B DIVISION,R,1,Subway Car,2
1/1/2016,B DIVISION,R,1,Track,1
1/1/2016,B DIVISION,R,2,Other,1
1/1/2016,B DIVISION,R,2,Track,1
1/1/2016,Systemwide,Systemwide,1,Other,5
1/1/2016,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,15
1/1/2016,Systemwide,Systemwide,1,Signals,15
1/1/2016,Systemwide,Systemwide,1,Stations and Structure,1
1/1/2016,Systemwide,Systemwide,1,Subway Car,6
1/1/2016,Systemwide,Systemwide,1,Track,23
1/1/2016,Systemwide,Systemwide,2,Other,7
1/1/2016,Systemwide,Systemwide,2,Persons on Trackbed/Police/Medical,5
1/1/2016,Systemwide,Systemwide,2,Signals,3
1/1/2016,Systemwide,Systemwide,2,Stations and Structure,1
1/1/2016,Systemwide,Systemwide,2,Track,2
1/1/2016,,,1,Persons on Trackbed/Police/Medical,1
2/1/2016,A DIVISION,1,1,Persons on Trackbed/Police/Medical,1
2/1/2016,A DIVISION,1,1,Subway Car,1
2/1/2016,A DIVISION,2,1,Track,2
2/1/2016,A DIVISION,3,1,Track,2
2/1/2016,A DIVISION,4,1,Other,1
2/1/2016,A DIVISION,4,1,Persons on Trackbed/Police/Medical,1
2/1/2016,A DIVISION,4,1,Signals,2
2/1/2016,A DIVISION,4,1,Track,1
2/1/2016,A DIVISION,4,2,Signals,1
2/1/2016,A DIVISION,5,1,Other,1
2/1/2016,A DIVISION,5,1,Persons on Trackbed/Police/Medical,5
2/1/2016,A DIVISION,5,1,Signals,1
2/1/2016,A DIVISION,5,1,Track,1
2/1/2016,A DIVISION,6,1,Other,1
2/1/2016,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
2/1/2016,A DIVISION,6,1,Stations and Structure,1
2/1/2016,A DIVISION,6,1,Track,3
2/1/2016,A DIVISION,6,2,Persons on Trackbed/Police/Medical,1
2/1/2016,A DIVISION,7,1,Other,1
2/1/2016,A DIVISION,7,1,Persons on Trackbed/Police/Medical,1
2/1/2016,A DIVISION,7,1,Signals,2
2/1/2016,A DIVISION,7,1,Subway Car,5
2/1/2016,A DIVISION,7,1,Track,1
2/1/2016,B DIVISION,A,1,Other,1
2/1/2016,B DIVISION,A,1,Signals,1
2/1/2016,B DIVISION,A,1,Subway Car,1
2/1/2016,B DIVISION,A,1,Track,1
2/1/2016,B DIVISION,B,1,Persons on Trackbed/Police/Medical,1
2/1/2016,B DIVISION,B,1,Track,1
2/1/2016,B DIVISION,D,1,Track,1
2/1/2016,B DIVISION,E,1,Other,1
2/1/2016,B DIVISION,E,1,Persons on Trackbed/Police/Medical,1
2/1/2016,B DIVISION,E,1,Track,3
2/1/2016,B DIVISION,F,1,Persons on Trackbed/Police/Medical,1
2/1/2016,B DIVISION,F,1,Subway Car,1
2/1/2016,B DIVISION,F,1,Track,1
2/1/2016,B DIVISION,L,1,Signals,1
2/1/2016,B DIVISION,M,1,Signals,1
2/1/2016,B DIVISION,M,1,Track,1
2/1/2016,B DIVISION,N,1,Persons on Trackbed/Police/Medical,1
2/1/2016,B DIVISION,N,1,Signals,1
2/1/2016,B DIVISION,Q,1,Signals,2
2/1/2016,B DIVISION,Q,1,Track,2
2/1/2016,B DIVISION,R,1,Signals,1
2/1/2016,Systemwide,Systemwide,1,Other,6
2/1/2016,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,13
2/1/2016,Systemwide,Systemwide,1,Signals,12
2/1/2016,Systemwide,Systemwide,1,Stations and Structure,1
2/1/2016,Systemwide,Systemwide,1,Subway Car,8
2/1/2016,Systemwide,Systemwide,1,Track,20
2/1/2016,Systemwide,Systemwide,2,Persons on Trackbed/Police/Medical,1
2/1/2016,Systemwide,Systemwide,2,Signals,1
3/1/2016,A DIVISION,1,1,Persons on Trackbed/Police/Medical,3
3/1/2016,A DIVISION,1,1,Signals,2
3/1/2016,A DIVISION,1,1,Track,3
3/1/2016,A DIVISION,2,1,Persons on Trackbed/Police/Medical,3
3/1/2016,A DIVISION,2,1,Signals,1
3/1/2016,A DIVISION,2,1,Subway Car,1
3/1/2016,A DIVISION,3,1,Other,2
3/1/2016,A DIVISION,3,1,Signals,1
3/1/2016,A DIVISION,3,1,Track,1
3/1/2016,A DIVISION,4,1,Other,2
3/1/2016,A DIVISION,4,1,Persons on Trackbed/Police/Medical,3
3/1/2016,A DIVISION,4,1,Signals,1
3/1/2016,A DIVISION,4,2,Persons on Trackbed/Police/Medical,1
3/1/2016,A DIVISION,5,1,Signals,6
3/1/2016,A DIVISION,6,1,Other,1
3/1/2016,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
3/1/2016,A DIVISION,7,1,Signals,3
3/1/2016,A DIVISION,7,1,Track,3
3/1/2016,B DIVISION,A,1,Signals,2
3/1/2016,B DIVISION,B,1,Track,1
3/1/2016,B DIVISION,C,1,Track,1
3/1/2016,B DIVISION,D,1,Signals,1
3/1/2016,B DIVISION,D,1,Subway Car,1
3/1/2016,B DIVISION,D,1,Track,2
3/1/2016,B DIVISION,E,1,Track,1
3/1/2016,B DIVISION,F,1,Other,1
3/1/2016,B DIVISION,F,1,Persons on Trackbed/Police/Medical,1
3/1/2016,B DIVISION,F,1,Signals,2
3/1/2016,B DIVISION,F,1,Track,1
3/1/2016,B DIVISION,L,1,Signals,2
3/1/2016,B DIVISION,L,1,Track,1
3/1/2016,B DIVISION,M,1,Signals,1
3/1/2016,B DIVISION,M,1,Track,1
3/1/2016,B DIVISION,N,1,Signals,1
3/1/2016,B DIVISION,Q,1,Signals,2
3/1/2016,B DIVISION,Q,1,Stations and Structure,1
3/1/2016,B DIVISION,Q,1,Track,2
3/1/2016,B DIVISION,R,1,Persons on Trackbed/Police/Medical,2
3/1/2016,B DIVISION,R,2,Signals,1
3/1/2016,Systemwide,Systemwide,1,Other,6
3/1/2016,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,13
3/1/2016,Systemwide,Systemwide,1,Signals,25
3/1/2016,Systemwide,Systemwide,1,Stations and Structure,1
3/1/2016,Systemwide,Systemwide,1,Subway Car,2
3/1/2016,Systemwide,Systemwide,1,Track,17
3/1/2016,Systemwide,Systemwide,2,Persons on Trackbed/Police/Medical,1
3/1/2016,Systemwide,Systemwide,2,Signals,1
4/1/2016,A DIVISION,1,1,Other,1
4/1/2016,A DIVISION,1,1,Persons on Trackbed/Police/Medical,2
4/1/2016,A DIVISION,1,1,Signals,2
4/1/2016,A DIVISION,1,2,Track,1
4/1/2016,A DIVISION,2,1,Other,2
4/1/2016,A DIVISION,2,1,Persons on Trackbed/Police/Medical,3
4/1/2016,A DIVISION,2,1,Signals,3
4/1/2016,A DIVISION,2,2,Persons on Trackbed/Police/Medical,1
4/1/2016,A DIVISION,3,1,Persons on Trackbed/Police/Medical,2
4/1/2016,A DIVISION,4,1,Persons on Trackbed/Police/Medical,2
4/1/2016,A DIVISION,4,1,Track,3
4/1/2016,A DIVISION,4,2,Persons on Trackbed/Police/Medical,1
4/1/2016,A DIVISION,5,1,Other,2
4/1/2016,A DIVISION,5,1,Signals,2
4/1/2016,A DIVISION,5,2,Persons on Trackbed/Police/Medical,1
4/1/2016,A DIVISION,6,1,Persons on Trackbed/Police/Medical,2
4/1/2016,A DIVISION,6,1,Signals,3
4/1/2016,A DIVISION,6,1,Subway Car,1
4/1/2016,A DIVISION,6,1,Track,1
4/1/2016,A DIVISION,6,2,Persons on Trackbed/Police/Medical,1
4/1/2016,A DIVISION,7,1,Signals,2
4/1/2016,A DIVISION,7,1,Subway Car,1
4/1/2016,A DIVISION,7,1,Track,3
4/1/2016,B DIVISION,A,1,Signals,1
4/1/2016,B DIVISION,A,1,Track,3
4/1/2016,B DIVISION,A,2,Subway Car,1
4/1/2016,B DIVISION,B,1,Persons on Trackbed/Police/Medical,1
4/1/2016,B DIVISION,B,1,Track,1
4/1/2016,B DIVISION,C,1,Signals,1
4/1/2016,B DIVISION,C,1,Subway Car,1
4/1/2016,B DIVISION,C,1,Track,1
4/1/2016,B DIVISION,D,1,Persons on Trackbed/Police/Medical,1
4/1/2016,B DIVISION,D,1,Signals,1
4/1/2016,B DIVISION,D,1,Track,1
4/1/2016,B DIVISION,E,1,Persons on Trackbed/Police/Medical,2
4/1/2016,B DIVISION,E,1,Signals,4
4/1/2016,B DIVISION,E,1,Track,1
4/1/2016,B DIVISION,F,1,Persons on Trackbed/Police/Medical,1
4/1/2016,B DIVISION,F,1,Signals,1
4/1/2016,B DIVISION,F,1,Stations and Structure,1
4/1/2016,B DIVISION,F,1,Track,1
4/1/2016,B DIVISION,L,1,Persons on Trackbed/Police/Medical,1
4/1/2016,B DIVISION,L,2,Signals,1
4/1/2016,B DIVISION,M,1,Subway Car,2
4/1/2016,B DIVISION,M,1,Track,1
4/1/2016,B DIVISION,Q,1,Persons on Trackbed/Police/Medical,1
4/1/2016,B DIVISION,Q,1,Track,1
4/1/2016,B DIVISION,R,1,Stations and Structure,1
4/1/2016,B DIVISION,R,2,Track,1
4/1/2016,Systemwide,Systemwide,1,Other,5
4/1/2016,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,18
4/1/2016,Systemwide,Systemwide,1,Signals,20
4/1/2016,Systemwide,Systemwide,1,Stations and Structure,2
4/1/2016,Systemwide,Systemwide,1,Subway Car,5
4/1/2016,Systemwide,Systemwide,1,Track,17
4/1/2016,Systemwide,Systemwide,2,Persons on Trackbed/Police/Medical,4
4/1/2016,Systemwide,Systemwide,2,Signals,1
4/1/2016,Systemwide,Systemwide,2,Subway Car,1
4/1/2016,Systemwide,Systemwide,2,Track,2
5/1/2016,A DIVISION,1,1,Track,1
5/1/2016,A DIVISION,1,2,Persons on Trackbed/Police/Medical,1
5/1/2016,A DIVISION,2,1,Persons on Trackbed/Police/Medical,1
5/1/2016,A DIVISION,2,1,Signals,1
5/1/2016,A DIVISION,2,1,Track,2
5/1/2016,A DIVISION,2,2,Persons on Trackbed/Police/Medical,1
5/1/2016,A DIVISION,3,1,Signals,1
5/1/2016,A DIVISION,3,1,Track,2
5/1/2016,A DIVISION,3,2,Signals,1
5/1/2016,A DIVISION,3,2,Subway Car,1
5/1/2016,A DIVISION,4,1,Persons on Trackbed/Police/Medical,1
5/1/2016,A DIVISION,4,1,Signals,3
5/1/2016,A DIVISION,4,1,Subway Car,1
5/1/2016,A DIVISION,4,1,Track,1
5/1/2016,A DIVISION,5,1,Persons on Trackbed/Police/Medical,2
5/1/2016,A DIVISION,5,1,Signals,2
5/1/2016,A DIVISION,5,1,Track,1
5/1/2016,A DIVISION,6,1,Persons on Trackbed/Police/Medical,2
5/1/2016,A DIVISION,6,1,Signals,1
5/1/2016,A DIVISION,6,1,Subway Car,1
5/1/2016,A DIVISION,6,1,Track,3
5/1/2016,A DIVISION,7,1,Other,1
5/1/2016,A DIVISION,7,1,Persons on Trackbed/Police/Medical,1
5/1/2016,A DIVISION,7,1,Signals,4
5/1/2016,A DIVISION,7,1,Subway Car,1
5/1/2016,B DIVISION,A,1,Track,1
5/1/2016,B DIVISION,A,2,Persons on Trackbed/Police/Medical,1
5/1/2016,B DIVISION,C,1,Track,1
5/1/2016,B DIVISION,C,2,Track,1
5/1/2016,B DIVISION,D,1,Signals,1
5/1/2016,B DIVISION,D,1,Track,1
5/1/2016,B DIVISION,D,2,Track,1
5/1/2016,B DIVISION,E,1,Signals,1
5/1/2016,B DIVISION,E,1,Track,2
5/1/2016,B DIVISION,F,1,Persons on Trackbed/Police/Medical,1
5/1/2016,B DIVISION,F,1,Signals,1
5/1/2016,B DIVISION,F,1,Track,1
5/1/2016,B DIVISION,G,1,Signals,1
5/1/2016,B DIVISION,JZ,1,Signals,1
5/1/2016,B DIVISION,JZ,2,Subway Car,1
5/1/2016,B DIVISION,M,1,Signals,1
5/1/2016,B DIVISION,N,1,Other,1
5/1/2016,B DIVISION,N,1,Subway Car,1
5/1/2016,B DIVISION,N,1,Track,2
5/1/2016,B DIVISION,Q,1,Persons on Trackbed/Police/Medical,1
5/1/2016,B DIVISION,Q,1,Track,1
5/1/2016,B DIVISION,R,1,Persons on Trackbed/Police/Medical,1
5/1/2016,B DIVISION,R,1,Signals,1
5/1/2016,B DIVISION,R,1,Subway Car,1
5/1/2016,B DIVISION,R,1,Track,2
5/1/2016,B DIVISION,R,2,Signals,1
5/1/2016,Systemwide,Systemwide,1,Other,2
5/1/2016,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,10
5/1/2016,Systemwide,Systemwide,1,Signals,19
5/1/2016,Systemwide,Systemwide,1,Subway Car,5
5/1/2016,Systemwide,Systemwide,1,Track,21
5/1/2016,Systemwide,Systemwide,2,Persons on Trackbed/Police/Medical,3
5/1/2016,Systemwide,Systemwide,2,Signals,2
5/1/2016,Systemwide,Systemwide,2,Subway Car,2
5/1/2016,Systemwide,Systemwide,2,Track,2
6/1/2016,A DIVISION,1,1,Persons on Trackbed/Police/Medical,3
6/1/2016,A DIVISION,1,1,Signals,2
6/1/2016,A DIVISION,1,1,Stations and Structure,1
6/1/2016,A DIVISION,1,1,Track,1
6/1/2016,A DIVISION,2,1,Other,1
6/1/2016,A DIVISION,2,1,Persons on Trackbed/Police/Medical,3
6/1/2016,A DIVISION,2,1,Signals,1
6/1/2016,A DIVISION,2,2,Persons on Trackbed/Police/Medical,1
6/1/2016,A DIVISION,2,2,Track,1
6/1/2016,A DIVISION,3,1,Signals,2
6/1/2016,A DIVISION,4,1,Other,2
6/1/2016,A DIVISION,4,1,Signals,4
6/1/2016,A DIVISION,4,2,Persons on Trackbed/Police/Medical,1
6/1/2016,A DIVISION,4,2,Subway Car,2
6/1/2016,A DIVISION,5,1,Other,1
6/1/2016,A DIVISION,5,1,Persons on Trackbed/Police/Medical,5
6/1/2016,A DIVISION,5,1,Signals,3
6/1/2016,A DIVISION,5,1,Stations and Structure,3
6/1/2016,A DIVISION,6,1,Subway Car,2
6/1/2016,A DIVISION,6,1,Track,3
6/1/2016,A DIVISION,6,2,Track,1
6/1/2016,A DIVISION,7,1,Signals,1
6/1/2016,A DIVISION,7,1,Track,3
6/1/2016,B DIVISION,A,1,Persons on Trackbed/Police/Medical,1
6/1/2016,B DIVISION,A,1,Signals,3
6/1/2016,B DIVISION,A,1,Track,1
6/1/2016,B DIVISION,B,1,Track,1
6/1/2016,B DIVISION,D,1,Stations and Structure,1
6/1/2016,B DIVISION,D,1,Track,4
6/1/2016,B DIVISION,E,1,Persons on Trackbed/Police/Medical,2
6/1/2016,B DIVISION,E,1,Signals,2
6/1/2016,B DIVISION,E,1,Track,4
6/1/2016,B DIVISION,E,2,Persons on Trackbed/Police/Medical,1
